anomaly_energy_region_gap_mean,anomaly_energy_region_gap_std,background_mean_mean,background_mean_std,class,defect_type,energy_gap_region_gap_mean,energy_gap_region_gap_std,mask_mean_mean,mask_mean_std,n,normal_energy_region_gap_mean,normal_energy_region_gap_std,pixel_auc_mean,pixel_auc_std,region_gap_mean,region_gap_std,score_energy_region_gap_mean,score_energy_region_gap_std,severity,variant
nan,nan,0.6874788999557495,0.00035602543929830606,capsule,noise_patch,nan,nan,0.6977776810526848,0.0014484911304891244,16,0.024198289960622787,0.0038038641714029063,0.9864887862503243,0.008425641745891157,0.010298781096935272,0.0016090427779213942,0.024198289960622787,0.0038038641714029063,0.75,cone_normal_only
-0.022200915962457657,0.0029833850815994705,0.47860147431492805,0.0004278358736243986,capsule,noise_patch,0.046399232000112534,0.006747060675987312,0.4901892188936472,0.001473248726444881,16,0.024198289960622787,0.0038038641714029063,0.9891186963055315,0.005415623344184435,0.011587744578719139,0.0016855914440517892,0.046399232000112534,0.006747060675987312,0.75,cone_contrastive
nan,nan,0.006372835603542626,0.0013244175837347956,capsule,noise_patch,nan,nan,0.12623972026631236,0.030522898530755023,16,nan,nan,0.9923211584768847,0.0038482169503951734,0.11986688466276973,0.02962520048077418,nan,nan,1.0,cosine
nan,nan,0.6874487362802029,0.00035923999989716005,capsule,noise_patch,nan,nan,0.6981823779642582,0.0011019242086596768,16,0.02522645890712738,0.002979568664950468,0.9892429997964686,0.005683203090931556,0.010733641684055328,0.001261622234574282,0.02522645890712738,0.002979568664950468,1.0,cone_normal_only
-0.022662434726953506,0.00235684081293201,0.47856555692851543,0.00043335898383884243,capsule,noise_patch,0.047888858476653695,0.005275686492258745,0.4905254505574703,0.001125565417417585,16,0.02522645890712738,0.002979568664950468,0.9904206171123306,0.003827607972094988,0.011959893628954887,0.0013179194802066063,0.047888858476653695,0.005275686492258745,1.0,cone_contrastive
nan,nan,0.003656370477983728,0.0009107299927240485,capsule,color_shift,nan,nan,0.005339537470717914,0.009011871995561792,16,nan,nan,0.5167844668346769,0.22561153444305285,0.0016831669927341864,0.008721277085799409,nan,nan,0.0,cosine
nan,nan,0.6869538575410843,0.0003483126367419398,capsule,color_shift,nan,nan,0.6870900541543961,0.002246116350886968,16,0.00032059475779533386,0.00514061041025489,0.517175301745899,0.21602327451112524,0.00013619661331176758,0.00220118746341744,0.00032059475779533386,0.00514061041025489,0.0,cone_normal_only
-0.00018339604139328003,0.0038557198120456534,0.4780134651809931,0.00039855918496093366,capsule,color_shift,0.0005039963871240616,0.008944822670964964,0.47813938185572624,0.002298607047156777,16,0.00032059475779533386,0.00514061041025489,0.5096304743616163,0.2330103415677337,0.00012591667473316193,0.002232739324921246,0.0005039963871240616,0.008944822670964964,0.0,cone_contrastive
nan,nan,0.005287954467348754,0.0013901480685880557,capsule,color_shift,nan,nan,0.05786005058325827,0.034791656594758046,16,nan,nan,0.9592456209717337,0.025859193163325984,0.05257209611590952,0.034108013832940036,nan,nan,0.25,cosine
nan,nan,0.6874351352453232,0.0003587342278584303,capsule,color_shift,nan,nan,0.6940783523023129,0.0017177872305704984,16,0.015567466616630554,0.004079635120368681,0.9264989702185762,0.04138641929214502,0.00664321705698967,0.0017313005099646157,0.015567466616630554,0.004079635120368681,0.25,cone_normal_only
-0.016021843999624252,0.003934560881610183,0.4785620700567961,0.00040657116369842986,capsule,color_shift,0.03158933995291591,0.007869701302903471,0.4864499978721142,0.001938176151366869,16,0.015567466616630554,0.004079635120368681,0.9445555119301398,0.03359945927299053,0.007887927815318108,0.001965932489652045,0.03158933995291591,0.007869701302903471,0.25,cone_contrastive
nan,nan,0.005796131590614095,0.0013275698543542033,capsule,color_shift,nan,nan,0.06938332295976579,0.03409330374820099,16,nan,nan,0.9681687870262417,0.020793152160094024,0.0635871913691517,0.0332360557531892,nan,nan,0.5,cosine
nan,nan,0.6875351294875145,0.0003528177505048306,capsule,color_shift,nan,nan,0.6949895285069942,0.0013947694033833934,16,0.017480388283729553,0.003343516094609677,0.9438627512531548,0.03050742299912254,0.007454399019479752,0.0014174650333913519,0.017480388283729553,0.003343516094609677,0.5,cone_normal_only
-0.017497502267360687,0.00341386153544772,0.4786814134567976,0.00040178219907467926,capsule,color_shift,0.03497791406698525,0.006628925931045065,0.48741591162979603,0.001623562420126637,16,0.017480388283729553,0.003343516094609677,0.9570600868581851,0.025273744953040442,0.008734498172998428,0.001656039672983389,0.03497791406698525,0.006628925931045065,0.5,cone_contrastive
nan,nan,0.005980677087791264,0.0013552405919846483,capsule,color_shift,nan,nan,0.07696437323465943,0.03807776516371488,16,nan,nan,0.9706177013430772,0.02096988885942535,0.07098369614686817,0.03716826941954859,nan,nan,0.75,cosine
nan,nan,0.6875657886266708,0.00034528697638670195,capsule,color_shift,nan,nan,0.6954578422009945,0.0014369305591647472,16,0.01851404830813408,0.003490366413885948,0.9502521033412752,0.029880849449595917,0.007892053574323654,0.0014788483317754143,0.01851404830813408,0.003490366413885948,0.75,cone_normal_only
-0.018219247460365295,0.0033675807045532137,0.4787181131541729,0.00039961195399009565,capsule,color_shift,0.03673327621072531,0.00677680266141627,0.4878911841660738,0.0016482659651784854,16,0.01851404830813408,0.003490366413885948,0.9612638389742786,0.024724111574941327,0.009173071011900902,0.0016930690002505827,0.03673327621072531,0.00677680266141627,0.75,cone_contrastive
nan,nan,0.006002045847708359,0.0013743097849603018,capsule,color_shift,nan,nan,0.0799268411938101,0.03626881569649468,16,nan,nan,0.9751164511237,0.01743402040329199,0.07392479534610175,0.035236215841833465,nan,nan,1.0,cosine
nan,nan,0.6875671185553074,0.0003479612637146754,capsule,color_shift,nan,nan,0.6957538351416588,0.0013302239512685595,16,0.019208576530218124,0.003096004186286433,0.9569847122601032,0.026137381504260423,0.008186716586351395,0.0013102045699010148,0.019208576530218124,0.003096004186286433,1.0,cone_normal_only
-0.018616434186697006,0.0029192269598755046,0.4787193816155195,0.0004054633675855136,capsule,color_shift,0.03782500419765711,0.0059371073191460694,0.48816514760255814,0.0014949211749155707,16,0.019208576530218124,0.003096004186286433,0.9666002427830387,0.021710093476374058,0.009445765987038612,0.001483360915638427,0.03782500419765711,0.0059371073191460694,1.0,cone_contrastive
nan,nan,0.003656370477983728,0.0009107299927240485,capsule,cutout,nan,nan,0.005339537470717914,0.009011871995561792,16,nan,nan,0.5167844668346769,0.22561153444305285,0.0016831669927341864,0.008721277085799409,nan,nan,0.0,cosine
nan,nan,0.6869538575410843,0.0003483126367419398,capsule,cutout,nan,nan,0.6870900541543961,0.002246116350886968,16,0.00032059475779533386,0.00514061041025489,0.517175301745899,0.21602327451112524,0.00013619661331176758,0.00220118746341744,0.00032059475779533386,0.00514061041025489,0.0,cone_normal_only
-0.00018339604139328003,0.0038557198120456534,0.4780134651809931,0.00039855918496093366,capsule,cutout,0.0005039963871240616,0.008944822670964964,0.47813938185572624,0.002298607047156777,16,0.00032059475779533386,0.00514061041025489,0.5096304743616163,0.2330103415677337,0.00012591667473316193,0.002232739324921246,0.0005039963871240616,0.008944822670964964,0.0,cone_contrastive
nan,nan,0.005397712273406796,0.0012381263187964025,capsule,cutout,nan,nan,0.05334548110840842,0.03073632383699926,16,nan,nan,0.9365588554549928,0.05955470463004383,0.047947768835001625,0.030106253314817012,nan,nan,0.25,cosine
nan,nan,0.6875132732093334,0.00031191842043434565,capsule,cutout,nan,nan,0.6938483268022537,0.002011923295759558,16,0.014849785715341568,0.004687598459230425,0.9089693933138094,0.05687886580397322,0.006335053592920303,0.0019896344284244727,0.014849785715341568,0.004687598459230425,0.25,cone_normal_only
-0.014414984732866287,0.004377571714480051,0.47864462435245514,0.00036974309822749196,capsule,cutout,0.0292647669557482,0.00900848155661953,0.4859520960599184,0.002271691156136868,16,0.014849785715341568,0.004687598459230425,0.9230075935309479,0.055359411034713736,0.0073074717074632645,0.0022502947067540267,0.0292647669557482,0.00900848155661953,0.25,cone_contrastive
nan,nan,0.005496061567100696,0.0010644985817872912,capsule,cutout,nan,nan,0.051563066052040085,0.024162730854399947,16,nan,nan,0.9387876182803225,0.05842301185839051,0.04606700448493939,0.02383594328992955,nan,nan,0.5,cosine
nan,nan,0.6875441186130047,0.0002981642182575808,capsule,cutout,nan,nan,0.6940468959510326,0.0018852311688598235,16,0.01524367555975914,0.004369009059277065,0.9120833976053835,0.05861742054122088,0.006502777338027954,0.0018566765803457572,0.01524367555975914,0.004369009059277065,0.5,cone_normal_only
-0.014530573040246964,0.0035987055897865592,0.4786851052194834,0.0003548748065554362,capsule,cutout,0.029774236725643277,0.007914301576321812,0.4861197993159294,0.0019994467929362386,16,0.01524367555975914,0.004369009059277065,0.9248569634096342,0.055561992611912685,0.007434694096446037,0.0019767777537533886,0.029774236725643277,0.007914301576321812,0.5,cone_contrastive
nan,nan,0.005322255470673554,0.0009940862619273942,capsule,cutout,nan,nan,0.05174444301519543,0.02407956675346609,16,nan,nan,0.9536501714016566,0.03653994566419479,0.046422187544521876,0.02367508675557895,nan,nan,0.75,cosine
nan,nan,0.6874786913394928,0.0003012611734980691,capsule,cutout,nan,nan,0.6944224834442139,0.0015820241930055733,16,0.016271967440843582,0.003647104599020337,0.9310509353973472,0.04729630996031989,0.006943792104721069,0.0015487517653825665,0.016271967440843582,0.003647104599020337,0.75,cone_normal_only
-0.015751443803310394,0.0027946654547560098,0.4785954151302576,0.000349969580631115,capsule,cutout,0.03202343313023448,0.006276623539480943,0.4865915812551975,0.0015813745955541216,16,0.016271967440843582,0.003647104599020337,0.9442128070964904,0.03971091330934782,0.007996166124939919,0.0015678512012723197,0.03202343313023448,0.006276623539480943,0.75,cone_contrastive
nan,nan,0.005105062504298985,0.0010976786025796547,capsule,cutout,nan,nan,0.0688214460387826,0.04051832657228649,16,nan,nan,0.9705192565772597,0.024959408781523633,0.06371638353448361,0.03993826535901962,nan,nan,1.0,cosine
nan,nan,0.6873724535107613,0.00030573629222730065,capsule,cutout,nan,nan,0.6951706893742085,0.002093590142997034,16,0.01827940344810486,0.0048204409315118,0.9510488412785179,0.04464433105237043,0.007798235863447189,0.0020438343682553533,0.01827940344810486,0.0048204409315118,1.0,cone_normal_only
-0.01902902126312256,0.0035877037184635493,0.4784741587936878,0.00034716119522762933,capsule,cutout,0.037308420054614544,0.008186439399415383,0.4877903778105974,0.0020867503681191216,16,0.01827940344810486,0.0048204409315118,0.9667240461840964,0.030139054227656455,0.0093162190169096,0.0020452222190883666,0.037308420054614544,0.008186439399415383,1.0,cone_contrastive
nan,nan,0.0037002215249231085,0.0009967614301171377,capsule,scratch,nan,nan,0.0050519914548203815,0.007329424959964843,16,nan,nan,0.5585128316584254,0.2860596270982722,0.001351769929897273,0.006876506125054302,nan,nan,0.0,cosine
nan,nan,0.686957098543644,0.00035576325833878834,capsule,scratch,nan,nan,0.6875297352671623,0.0029785609117780787,16,0.0013369396328926086,0.00674244416295995,0.5476947479358588,0.279313665083288,0.0005726367235183716,0.0028891377512783195,0.0013369396328926086,0.00674244416295995,0.0,cone_normal_only
-0.0009442232549190521,0.004990387675987758,0.4780164770781994,0.0004071657877982027,capsule,scratch,0.002281159395352006,0.011676985406618465,0.4785858802497387,0.003020218947305996,16,0.0013369396328926086,0.00674244416295995,0.5436711680221097,0.2898862445981714,0.0005694031715393066,0.0029145613650253185,0.002281159395352006,0.011676985406618465,0.0,cone_contrastive
nan,nan,0.004900286745396443,0.0013875918794420657,capsule,scratch,nan,nan,0.1568698221235536,0.1916737592134767,16,nan,nan,0.9925521168337468,0.015516053427582895,0.15196953537815716,0.19058499340378277,nan,nan,0.25,cosine
nan,nan,0.6871490404009819,0.00031433949199722894,capsule,scratch,nan,nan,0.6974314376711845,0.0036838331569875307,16,0.024173680692911148,0.008990098560921408,0.9840614303703994,0.033237553363253555,0.010282397270202637,0.003772404043010625,0.024173680692911148,0.008990098560921408,0.25,cone_normal_only
-0.023610640317201614,0.008678045465214052,0.47823385521769524,0.00035231202778092044,capsule,scratch,0.047784279740881175,0.01759293237057922,0.4901679027825594,0.00428785572962141,16,0.024173680692911148,0.008990098560921408,0.9896786649992559,0.02362501473720564,0.011934047564864159,0.004396742848945563,0.047784279740881175,0.01759293237057922,0.25,cone_contrastive
nan,nan,0.005408319120761007,0.0014867529369730955,capsule,scratch,nan,nan,0.18131335265934467,0.15054860885162302,16,nan,nan,0.9954714735456189,0.0045535655247355466,0.17590503353858367,0.14940464358036223,nan,nan,0.5,cosine
nan,nan,0.6872016973793507,0.00035979989259798365,capsule,scratch,nan,nan,0.6982440203428268,0.002993707239589964,16,0.02596496045589447,0.007195073404752695,0.9913731755662755,0.019493198168595967,0.011042322963476181,0.003027784245257801,0.02596496045589447,0.007195073404752695,0.5,cone_normal_only
-0.025418177247047424,0.006983911237277949,0.4783114865422249,0.00039294776149599277,capsule,scratch,0.05138311386690475,0.014113887508819936,0.49114481918513775,0.0034927491177919098,16,0.02596496045589447,0.007195073404752695,0.9943289831508944,0.01127919421301763,0.012833332642912865,0.0035271750753427464,0.05138311386690475,0.014113887508819936,0.5,cone_contrastive
nan,nan,0.0054889312596060336,0.0016809812587128138,capsule,scratch,nan,nan,0.17971657600719482,0.12931254909219872,16,nan,nan,0.9954845735825477,0.003359867065142382,0.17422764474758878,0.12811449382762494,nan,nan,0.75,cosine
nan,nan,0.6872066110372543,0.0003757581386919166,capsule,scratch,nan,nan,0.6982939019799232,0.002731427195179337,16,0.02606716752052307,0.006459210362918972,0.9923493178441092,0.015518818951717934,0.011087290942668915,0.0027216379286125686,0.02606716752052307,0.006459210362918972,0.75,cone_normal_only
-0.025499511510133743,0.006407491461900776,0.4783326555043459,0.00040956858558920995,capsule,scratch,0.05156674201134592,0.012791206676228684,0.4912118576467037,0.003222134823407928,16,0.02606716752052307,0.006459210362918972,0.994882930480089,0.008599870004462235,0.012879202142357826,0.0031965717191215362,0.05156674201134592,0.012791206676228684,0.75,cone_contrastive
nan,nan,0.005207164111197926,0.0016087657629107806,capsule,scratch,nan,nan,0.16214550251606852,0.1216483180287512,16,nan,nan,0.9952529369789676,0.0035922229312163037,0.1569383384048706,0.12053225780177308,nan,nan,1.0,cosine
nan,nan,0.6871727779507637,0.00037012474066401986,capsule,scratch,nan,nan,0.6977985687553883,0.002872401694382462,16,0.024974245578050613,0.006709853956244823,0.9876207153687853,0.0272238023782433,0.010625790804624557,0.002831676881130284,0.024974245578050613,0.006709853956244823,1.0,cone_normal_only
-0.024424664676189423,0.006518042646294117,0.47830324806272984,0.00040751087363446613,capsule,scratch,0.049398892442695796,0.013152655344681137,0.49064081348478794,0.0033550547452111438,16,0.024974245578050613,0.006709853956244823,0.9920860160453269,0.016455512334589105,0.012337565422058105,0.003286676798344038,0.049398892442695796,0.013152655344681137,1.0,cone_contrastive
nan,nan,0.011078437499236315,0.00248142327456272,pill,noise_patch,nan,nan,0.014325050629850011,0.01897515613837804,16,nan,nan,0.6015304814604393,0.19760983122263046,0.003246613130613696,0.019276624887748672,nan,nan,0.0,cosine
nan,nan,0.6881989575922489,0.0002589721380477727,pill,noise_patch,nan,nan,0.6891865395009518,0.0023994177666450743,16,0.002309132367372513,0.005630411870728134,0.5905574983980677,0.21949846014461435,0.0009875819087028503,0.002408392913864843,0.002309132367372513,0.005630411870728134,0.0,cone_normal_only
-0.0017376281321048737,0.004256863402465252,0.47901177778840065,0.00030340834636282245,pill,noise_patch,0.0040467712096869946,0.009793532352134272,0.48002196848392487,0.0024375711530500678,16,0.002309132367372513,0.005630411870728134,0.58747311924134,0.21819326630126323,0.0010101906955242157,0.002444592368979226,0.0040467712096869946,0.009793532352134272,0.0,cone_contrastive
nan,nan,0.010824547032825649,0.0021791185260964965,pill,noise_patch,nan,nan,0.06986150913871825,0.03899488468849427,16,nan,nan,0.900713545810789,0.05609709346813157,0.0590369621058926,0.03876062425945597,nan,nan,0.25,cosine
nan,nan,0.6881014481186867,0.0003279888885911009,pill,noise_patch,nan,nan,0.6941722929477692,0.0019268545602095062,16,0.014233328402042389,0.004766423659755061,0.889622326577437,0.058759350327288656,0.006070844829082489,0.0020235946704504036,0.014233328402042389,0.004766423659755061,0.25,cone_normal_only
-0.014680281281471252,0.004879548271999632,0.4789445623755455,0.00037537435699054963,pill,noise_patch,0.028913616901263595,0.009539490208804522,0.4861642085015774,0.002270313507414607,16,0.014233328402042389,0.004766423659755061,0.9029871724724349,0.054208033023392256,0.007219646126031876,0.0023828696204502855,0.028913616901263595,0.009539490208804522,0.25,cone_contrastive
nan,nan,0.012371545366477221,0.0028356196391883287,pill,noise_patch,nan,nan,0.13717909110710025,0.042484710164754164,16,nan,nan,0.9692427982275901,0.01309660588752493,0.12480754574062303,0.041292291280579686,nan,nan,0.5,cosine
nan,nan,0.6881209872663021,0.0003975288796405761,pill,noise_patch,nan,nan,0.6976425126194954,0.0012356152017808301,16,0.02238178625702858,0.002818537715974999,0.9637627501647265,0.018249929609708605,0.009521525353193283,0.0011915499871600307,0.02238178625702858,0.002818537715974999,0.5,cone_normal_only
-0.021667197346687317,0.0024997944726579944,0.47897038236260414,0.0004517609259389668,pill,noise_patch,0.044048963114619255,0.005135619349156973,0.4899711851030588,0.0014039569532924086,16,0.02238178625702858,0.002818537715974999,0.9694677028522511,0.015127903682218275,0.011000802740454674,0.001283224212822768,0.044048963114619255,0.005135619349156973,0.5,cone_contrastive
nan,nan,0.012966343609150499,0.0031869822261392103,pill,noise_patch,nan,nan,0.16632831702008843,0.052288639585736346,16,nan,nan,0.9795042811837151,0.008580572122245621,0.15336197341093794,0.05040288786321577,nan,nan,0.75,cosine
nan,nan,0.6881478242576122,0.00043105982554969904,pill,noise_patch,nan,nan,0.6991254724562168,0.0012458830488083065,16,0.025830212980508804,0.0024903980794990597,0.9808673207789317,0.00862968759201297,0.010977648198604584,0.0010470238812748992,0.025830212980508804,0.0024903980794990597,0.75,cone_normal_only
-0.023609884083271027,0.002643815988789463,0.47898644395172596,0.0004915009845514157,pill,noise_patch,0.04944010730832815,0.00501393482135775,0.49133423157036304,0.0015249639128351153,16,0.025830212980508804,0.0024903980794990597,0.9823969853758889,0.007776268490021258,0.012347787618637085,0.001253272810589273,0.04944010730832815,0.00501393482135775,0.75,cone_contrastive
nan,nan,0.012630245357286185,0.002966939525942557,pill,noise_patch,nan,nan,0.15724868793040514,0.04160465662200143,16,nan,nan,0.9807855557734653,0.008064116767534326,0.14461844257311895,0.040030663658029,nan,nan,1.0,cosine
nan,nan,0.6881392188370228,0.00041886601606214906,pill,noise_patch,nan,nan,0.6994165852665901,0.0010930401971060398,16,0.02653433009982109,0.002082619592453714,0.9857440483942732,0.0053362582234845884,0.011277366429567337,0.0008743512610754708,0.02653433009982109,0.002082619592453714,1.0,cone_normal_only
-0.023554891347885132,0.0022121226715676855,0.4789678417146206,0.00047887858098953027,pill,noise_patch,0.050089222961105406,0.0041984176473054925,0.49147762171924114,0.0013346994855284863,16,0.02653433009982109,0.002082619592453714,0.9858142866100876,0.005634760939436205,0.012509780004620552,0.0010495276357813,0.050089222961105406,0.0041984176473054925,1.0,cone_contrastive
nan,nan,0.011078437499236315,0.00248142327456272,pill,color_shift,nan,nan,0.014325050629850011,0.01897515613837804,16,nan,nan,0.6015304814604393,0.19760983122263046,0.003246613130613696,0.019276624887748672,nan,nan,0.0,cosine
nan,nan,0.6881989575922489,0.0002589721380477727,pill,color_shift,nan,nan,0.6891865395009518,0.0023994177666450743,16,0.002309132367372513,0.005630411870728134,0.5905574983980677,0.21949846014461435,0.0009875819087028503,0.002408392913864843,0.002309132367372513,0.005630411870728134,0.0,cone_normal_only
-0.0017376281321048737,0.004256863402465252,0.47901177778840065,0.00030340834636282245,pill,color_shift,0.0040467712096869946,0.009793532352134272,0.48002196848392487,0.0024375711530500678,16,0.002309132367372513,0.005630411870728134,0.58747311924134,0.21819326630126323,0.0010101906955242157,0.002444592368979226,0.0040467712096869946,0.009793532352134272,0.0,cone_contrastive
nan,nan,0.014172929979395121,0.003533857298587719,pill,color_shift,nan,nan,0.08431905711768195,0.05752555881412493,16,nan,nan,0.9149414993261188,0.057014989070519696,0.07014612713828683,0.056543801502509344,nan,nan,0.25,cosine
nan,nan,0.6886394955217838,0.00037794861044507206,pill,color_shift,nan,nan,0.6958237700164318,0.0021286600327262827,16,0.016863301396369934,0.004849403941084386,0.9297824538541329,0.0545018652933518,0.00718427449464798,0.00205114294398222,0.016863301396369934,0.004849403941084386,0.25,cone_normal_only
-0.016059745103120804,0.004681786902056497,0.4795293752104044,0.00044676412246123776,pill,color_shift,0.03292304277420044,0.009422821523992217,0.48775075748562813,0.0024587078377491427,16,0.016863301396369934,0.004849403941084386,0.9364446337996202,0.04931820337484181,0.008221382275223732,0.002354267245171532,0.03292304277420044,0.009422821523992217,0.25,cone_contrastive
nan,nan,0.0142311459640041,0.0037187698139239415,pill,color_shift,nan,nan,0.09408111439552158,0.06338065453228693,16,nan,nan,0.934501017928175,0.031760326351338256,0.07984996843151748,0.06213738569412388,nan,nan,0.5,cosine
nan,nan,0.6886675246059895,0.000383154546271834,pill,color_shift,nan,nan,0.696658544242382,0.001998158528940536,16,0.018768932670354843,0.004596923120194649,0.9474079401354235,0.03374048321483662,0.007991019636392593,0.0019403866223596724,0.018768932670354843,0.004596923120194649,0.5,cone_normal_only
-0.01760467141866684,0.004361868000003384,0.4795691557228565,0.0004482607187028177,pill,color_shift,0.0363736079307273,0.008791694225833058,0.48865259997546673,0.0022992937769740376,16,0.018768932670354843,0.004596923120194649,0.9537163093477263,0.026948520044374293,0.009083444252610207,0.0021968307682465466,0.0363736079307273,0.008791694225833058,0.5,cone_contrastive
nan,nan,0.014063741196878254,0.0035431242821224325,pill,color_shift,nan,nan,0.09162047621794045,0.06654022931236786,16,nan,nan,0.9361676914657963,0.02937810280079586,0.0775567350210622,0.06603659048816438,nan,nan,0.75,cosine
nan,nan,0.6886628679931164,0.00038185421309632985,pill,color_shift,nan,nan,0.6967653147876263,0.001956714026566015,16,0.019030466675758362,0.004574781991712756,0.9509373667580676,0.029646879320909616,0.008102446794509888,0.0019300157657932894,0.019030466675758362,0.004574781991712756,0.75,cone_normal_only
-0.017595894634723663,0.004382693456521316,0.47957104817032814,0.0004501638828428912,pill,color_shift,0.03662637376692146,0.00876857325608483,0.48871760815382004,0.0022448370837112133,16,0.019030466675758362,0.004574781991712756,0.9566531062051846,0.023929983527226993,0.009146559983491898,0.0021910589746556163,0.03662637376692146,0.00876857325608483,0.75,cone_contrastive
nan,nan,0.014027556637302041,0.0034040895103006645,pill,color_shift,nan,nan,0.08858255192171782,0.06804437744270515,16,nan,nan,0.9375542333601218,0.026126272780100948,0.07455499528441578,0.06778395117592434,nan,nan,1.0,cosine
nan,nan,0.688677005469799,0.00035862652158845013,pill,color_shift,nan,nan,0.6967909745872021,0.0019046340906985447,16,0.0190560482442379,0.004497368952914305,0.9532067800920663,0.026481851513975817,0.00811396911740303,0.0018966336099220302,0.0190560482442379,0.004497368952914305,1.0,cone_normal_only
-0.017559755593538284,0.00431683789725945,0.4795906823128462,0.0004260494086418719,pill,color_shift,0.03661581117194146,0.00861238424742278,0.48873455449938774,0.0021697562735624606,16,0.0190560482442379,0.004497368952914305,0.9583796359760848,0.020922621682615005,0.009143872186541557,0.002152021048826407,0.03661581117194146,0.00861238424742278,1.0,cone_contrastive
nan,nan,0.011078437499236315,0.00248142327456272,pill,cutout,nan,nan,0.014325050629850011,0.01897515613837804,16,nan,nan,0.6015304814604393,0.19760983122263046,0.003246613130613696,0.019276624887748672,nan,nan,0.0,cosine
nan,nan,0.6881989575922489,0.0002589721380477727,pill,cutout,nan,nan,0.6891865395009518,0.0023994177666450743,16,0.002309132367372513,0.005630411870728134,0.5905574983980677,0.21949846014461435,0.0009875819087028503,0.002408392913864843,0.002309132367372513,0.005630411870728134,0.0,cone_normal_only
-0.0017376281321048737,0.004256863402465252,0.47901177778840065,0.00030340834636282245,pill,cutout,0.0040467712096869946,0.009793532352134272,0.48002196848392487,0.0024375711530500678,16,0.002309132367372513,0.005630411870728134,0.58747311924134,0.21819326630126323,0.0010101906955242157,0.002444592368979226,0.0040467712096869946,0.009793532352134272,0.0,cone_contrastive
nan,nan,0.014058755070436746,0.0034306292724598647,pill,cutout,nan,nan,0.047822970955166966,0.03169135774391322,16,nan,nan,0.8872606509201693,0.047634262328553875,0.03376421588473022,0.030841751419597004,nan,nan,0.25,cosine
