anomaly_energy_background_mean,anomaly_energy_mask_mean,anomaly_energy_region_gap,background_mean,box_x0,box_x1,box_y0,box_y1,class,defect_type,energy_gap_background_mean,energy_gap_mask_mean,energy_gap_region_gap,image_path,mask_mean,normal_energy_background_mean,normal_energy_mask_mean,normal_energy_region_gap,pixel_auc,region_gap,score_energy_background_mean,score_energy_mask_mean,score_energy_region_gap,severity,trial,variant
nan,nan,nan,0.686822772026062,267,427,373,533,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6985572576522827,0.5926733613014221,0.6202523112297058,0.02757894992828369,0.9959006224519175,0.011734485626220703,0.5926733613014221,0.6202523112297058,0.02757894992828369,1.0,0,cone_normal_only
0.6816132664680481,0.65726637840271,-0.024346888065338135,0.47778046131134033,267,427,373,533,capsule,noise_patch,-0.08893989026546478,-0.037014126777648926,0.05192576348781586,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4907483458518982,0.5926733613014221,0.6202523112297058,0.02757894992828369,0.9965182043167933,0.012967884540557861,-0.08893989026546478,-0.037014126777648926,0.05192576348781586,1.0,0,cone_contrastive
nan,nan,nan,0.00378798833116889,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.006106232758611441,nan,nan,nan,0.8098148618758024,0.0023182444274425507,nan,nan,nan,0.0,0,cosine
nan,nan,nan,0.6870289444923401,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6901611089706421,0.5931486487388611,0.6004462242126465,0.0072975754737854,0.8436642835069357,0.003132164478302002,0.5931486487388611,0.6004462242126465,0.0072975754737854,0.0,0,cone_normal_only
0.6803966164588928,0.6766824722290039,-0.003714144229888916,0.4782024323940277,267,427,373,533,capsule,color_shift,-0.08724792301654816,-0.07623623311519623,0.011011689901351929,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.48095056414604187,0.5931486487388611,0.6004462242126465,0.0072975754737854,0.829246285962955,0.00274813175201416,-0.08724792301654816,-0.07623623311519623,0.011011689901351929,0.0,0,cone_contrastive
nan,nan,nan,0.00443717185407877,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.03255085647106171,nan,nan,nan,0.9332124965609034,0.028113684616982937,nan,nan,nan,0.25,0,cosine
nan,nan,nan,0.6872078776359558,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6940255761146545,0.5935664176940918,0.6095234155654907,0.015956997871398926,0.9527095259617617,0.0068176984786987305,0.5935664176940918,0.6095234155654907,0.015956997871398926,0.25,0,cone_normal_only
0.6801462769508362,0.6678756475448608,-0.012270629405975342,0.4783692955970764,267,427,373,533,capsule,color_shift,-0.0865798145532608,-0.05835225433111191,0.028227560222148895,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4854169189929962,0.5935664176940918,0.6095234155654907,0.015956997871398926,0.9434742065834907,0.0070476233959198,-0.0865798145532608,-0.05835225433111191,0.028227560222148895,0.25,0,cone_contrastive
nan,nan,nan,0.004569872282445431,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.03879060968756676,nan,nan,nan,0.9446942474041407,0.034220737405121326,nan,nan,nan,0.5,0,cosine
nan,nan,nan,0.687256395816803,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6945253014564514,0.5936793088912964,0.610699474811554,0.01702016592025757,0.9637830358501959,0.0072689056396484375,0.5936793088912964,0.610699474811554,0.01702016592025757,0.5,0,cone_normal_only
0.6801002025604248,0.666530191898346,-0.013570010662078857,0.47840893268585205,267,427,373,533,capsule,color_shift,-0.08642086386680603,-0.05583065748214722,0.030590206384658813,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.48604682087898254,0.5936793088912964,0.610699474811554,0.01702016592025757,0.9534362565813805,0.007637888193130493,-0.08642086386680603,-0.05583065748214722,0.030590206384658813,0.5,0,cone_contrastive
nan,nan,nan,0.004556445404887199,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.05127216875553131,nan,nan,nan,0.956152792586525,0.04671572335064411,nan,nan,nan,0.75,0,cosine
nan,nan,nan,0.6873291730880737,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6950147151947021,0.5938482284545898,0.6118566393852234,0.018008410930633545,0.966362748635433,0.007685542106628418,0.5938482284545898,0.6118566393852234,0.018008410930633545,0.75,0,cone_normal_only
0.6799814701080322,0.6644420623779297,-0.015539407730102539,0.47848060727119446,267,427,373,533,capsule,color_shift,-0.08613327145576477,-0.05258537083864212,0.03354790061712265,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4868576228618622,0.5938482284545898,0.6118566393852234,0.018008410930633545,0.9603421579955856,0.008377015590667725,-0.08613327145576477,-0.05258537083864212,0.03354790061712265,0.75,0,cone_contrastive
nan,nan,nan,0.00461563328281045,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.05516577512025833,nan,nan,nan,0.9578379664296865,0.05055014183744788,nan,nan,nan,1.0,0,cosine
nan,nan,nan,0.6873597502708435,267,427,373,533,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6951159834861755,0.5939192771911621,0.6120964288711548,0.018177151679992676,0.9652055068322407,0.007756233215332031,0.5939192771911621,0.6120964288711548,0.018177151679992676,1.0,0,cone_normal_only
0.6799721717834473,0.6638281941413879,-0.016143977642059326,0.4785008132457733,267,427,373,533,capsule,color_shift,-0.08605270832777023,-0.05173179507255554,0.03432091325521469,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.48707085847854614,0.5939192771911621,0.6120964288711548,0.018177151679992676,0.9625842226639155,0.008570045232772827,-0.08605270832777023,-0.05173179507255554,0.03432091325521469,1.0,0,cone_contrastive
nan,nan,nan,0.00378798833116889,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.006106232758611441,nan,nan,nan,0.8098148618758024,0.0023182444274425507,nan,nan,nan,0.0,0,cosine
nan,nan,nan,0.6870289444923401,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6901611089706421,0.5931486487388611,0.6004462242126465,0.0072975754737854,0.8436642835069357,0.003132164478302002,0.5931486487388611,0.6004462242126465,0.0072975754737854,0.0,0,cone_normal_only
0.6803966164588928,0.6766824722290039,-0.003714144229888916,0.4782024323940277,267,427,373,533,capsule,cutout,-0.08724792301654816,-0.07623623311519623,0.011011689901351929,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.48095056414604187,0.5931486487388611,0.6004462242126465,0.0072975754737854,0.829246285962955,0.00274813175201416,-0.08724792301654816,-0.07623623311519623,0.011011689901351929,0.0,0,cone_contrastive
nan,nan,nan,0.0052125719375908375,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.08417993783950806,nan,nan,nan,0.9451946267913023,0.07896736590191722,nan,nan,nan,0.25,0,cosine
nan,nan,nan,0.6870701909065247,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6954705119132996,0.5932489037513733,0.612962007522583,0.019713103771209717,0.9441875644310046,0.008400321006774902,0.5932489037513733,0.612962007522583,0.019713103771209717,0.25,0,cone_normal_only
0.6809023022651672,0.6637296676635742,-0.017172634601593018,0.47810155153274536,267,427,373,533,capsule,cutout,-0.08765332400798798,-0.050767723470926285,0.03688560053706169,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4873124957084656,0.5932489037513733,0.612962007522583,0.019713103771209717,0.9441635994098271,0.009210944175720215,-0.08765332400798798,-0.050767723470926285,0.03688560053706169,0.25,0,cone_contrastive
nan,nan,nan,0.00492955232039094,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.06192423403263092,nan,nan,nan,0.9625612530314591,0.05699468171223998,nan,nan,nan,0.5,0,cosine
nan,nan,nan,0.6869969367980957,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.695500910282135,0.5930790305137634,0.6130194067955017,0.01994037628173828,0.9554359610521241,0.008503973484039307,0.5930790305137634,0.6130194067955017,0.01994037628173828,0.5,0,cone_normal_only
0.6809650659561157,0.6638145446777344,-0.017150521278381348,0.47804343700408936,267,427,373,533,capsule,cutout,-0.08788594603538513,-0.05079519376158714,0.03709075227379799,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4873051643371582,0.5930790305137634,0.6130194067955017,0.01994037628173828,0.9573978619126229,0.009261727333068848,-0.08788594603538513,-0.05079519376158714,0.03709075227379799,0.5,0,cone_contrastive
nan,nan,nan,0.0042337579652667046,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.038171421736478806,nan,nan,nan,0.9703441317898356,0.0339376637712121,nan,nan,nan,0.75,0,cosine
nan,nan,nan,0.6869481801986694,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6946805119514465,0.592964768409729,0.6110751032829285,0.018110334873199463,0.9584914807693449,0.0077323317527771,0.592964768409729,0.6110751032829285,0.018110334873199463,0.75,0,cone_normal_only
0.6810418963432312,0.6658509969711304,-0.01519089937210083,0.47799569368362427,267,427,373,533,capsule,cutout,-0.08807703107595444,-0.05477585643529892,0.03330117464065552,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.48631033301353455,0.592964768409729,0.6110751032829285,0.018110334873199463,0.962278520312262,0.008314639329910278,-0.08807703107595444,-0.05477585643529892,0.03330117464065552,0.75,0,cone_contrastive
nan,nan,nan,0.003974067512899637,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.05654638260602951,nan,nan,nan,0.9930800926064739,0.05257231509312987,nan,nan,nan,1.0,0,cosine
nan,nan,nan,0.6869134902954102,267,427,373,533,capsule,cutout,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6963302493095398,0.5928831100463867,0.6149585247039795,0.022075414657592773,0.9930988739557249,0.009416759014129639,0.5928831100463867,0.6149585247039795,0.022075414657592773,1.0,0,cone_normal_only
0.6811686754226685,0.6619051098823547,-0.01926356554031372,0.4779437482357025,267,427,373,533,capsule,cutout,-0.08828557282686234,-0.04694652557373047,0.041339047253131866,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4882660210132599,0.5928831100463867,0.6149585247039795,0.022075414657592773,0.993509254901325,0.010322272777557373,-0.08828557282686234,-0.04694652557373047,0.041339047253131866,1.0,0,cone_contrastive
nan,nan,nan,0.00384366512298584,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.007290580775588751,nan,nan,nan,0.8255619704684994,0.003446915652602911,nan,nan,nan,0.0,0,cosine
nan,nan,nan,0.687105655670166,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6908090114593506,0.5933272838592529,0.601960301399231,0.008633017539978027,0.8662317512882274,0.0037033557891845703,0.5933272838592529,0.601960301399231,0.008633017539978027,0.0,0,cone_normal_only
0.6803056597709656,0.6759451627731323,-0.004360496997833252,0.4782698452472687,267,427,373,533,capsule,scratch,-0.08697828650474548,-0.07398487627506256,0.012993410229682922,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4815126061439514,0.5933272838592529,0.601960301399231,0.008633017539978027,0.8468969656626253,0.0032427608966827393,-0.08697828650474548,-0.07398487627506256,0.012993410229682922,0.0,0,cone_contrastive
nan,nan,nan,0.004369862377643585,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.06920300424098969,nan,nan,nan,0.995090998440162,0.0648331418633461,nan,nan,nan,0.25,0,cosine
nan,nan,nan,0.687153697013855,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6966232657432556,0.5934404134750366,0.6156503558158875,0.02220994234085083,0.9974930797778756,0.009469568729400635,0.5934404134750366,0.6156503558158875,0.02220994234085083,0.25,0,cone_normal_only
0.6801589727401733,0.6606569886207581,-0.019501984119415283,0.4783346354961395,267,427,373,533,capsule,scratch,-0.08671864867210388,-0.04500654712319374,0.04171210154891014,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4887508451938629,0.5934404134750366,0.6156503558158875,0.02220994234085083,0.9969571688184614,0.010416209697723389,-0.08671864867210388,-0.04500654712319374,0.04171210154891014,0.25,0,cone_contrastive
nan,nan,nan,0.004407369066029787,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.06387165933847427,nan,nan,nan,0.994266307153169,0.05946429027244449,nan,nan,nan,0.5,0,cosine
nan,nan,nan,0.6871276497840881,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6964238882064819,0.5933794975280762,0.6151771545410156,0.021797657012939453,0.9972664508104803,0.009296238422393799,0.5933794975280762,0.6151771545410156,0.021797657012939453,0.5,0,cone_normal_only
0.6800917387008667,0.660916805267334,-0.019174933433532715,0.47833624482154846,267,427,373,533,capsule,scratch,-0.08671221137046814,-0.04573959857225418,0.04097261279821396,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.48856762051582336,0.5933794975280762,0.6151771545410156,0.021797657012939453,0.9969545241765787,0.010231375694274902,-0.08671221137046814,-0.04573959857225418,0.04097261279821396,0.5,0,cone_contrastive
nan,nan,nan,0.0046075270511209965,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.07657390832901001,nan,nan,nan,0.99431762504058,0.07196638127788901,nan,nan,nan,0.75,0,cosine
nan,nan,nan,0.6871470212936401,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6968755722045898,0.5934250354766846,0.6162472367286682,0.022822201251983643,0.9969890729405887,0.009728550910949707,0.5934250354766846,0.6162472367286682,0.022822201251983643,0.75,0,cone_normal_only
0.6799657344818115,0.6594604253768921,-0.020505309104919434,0.4783790707588196,267,427,373,533,capsule,scratch,-0.08654078841209412,-0.043213263154029846,0.04332752525806427,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4891988933086395,0.5934250354766846,0.6162472367286682,0.022822201251983643,0.9967114947880071,0.010819822549819946,-0.08654078841209412,-0.043213263154029846,0.04332752525806427,0.75,0,cone_contrastive
nan,nan,nan,0.00457822484895587,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.07558821886777878,nan,nan,nan,0.994265961210341,0.07100999401882291,nan,nan,nan,1.0,0,cosine
nan,nan,nan,0.6871685981750488,267,427,373,533,capsule,scratch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6967760920524597,0.5934749841690063,0.6160103678703308,0.022535383701324463,0.9969663363034043,0.009607493877410889,0.5934749841690063,0.6160103678703308,0.022535383701324463,1.0,0,cone_normal_only
0.6799294352531433,0.6592531800270081,-0.020676255226135254,0.4784005284309387,267,427,373,533,capsule,scratch,-0.08645446598529816,-0.04324282705783844,0.04321163892745972,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4891915023326874,0.5934749841690063,0.6160103678703308,0.022535383701324463,0.9967725764565514,0.010790973901748657,-0.08645446598529816,-0.04324282705783844,0.04321163892745972,1.0,0,cone_contrastive
nan,nan,nan,0.003843192011117935,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.004066796042025089,nan,nan,nan,0.72529095260586,0.00022360403090715408,nan,nan,nan,0.0,1,cosine
nan,nan,nan,0.6870831847190857,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.688176155090332,0.5932751297950745,0.5958170294761658,0.0025418996810913086,0.7343428069820758,0.0010929703712463379,0.5932751297950745,0.5958170294761658,0.0025418996810913086,0.0,1,cone_normal_only
0.6803587675094604,0.6780290603637695,-0.002329707145690918,0.47824349999427795,681,841,223,383,capsule,noise_patch,-0.08708350360393524,-0.08221204578876495,0.004871457815170288,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4794590175151825,0.5932751297950745,0.5958170294761658,0.0025418996810913086,0.7432239997195154,0.001215517520904541,-0.08708350360393524,-0.08221204578876495,0.004871457815170288,0.0,1,cone_contrastive
nan,nan,nan,0.004785741213709116,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.012788385152816772,nan,nan,nan,0.879779751784388,0.008002643939107656,nan,nan,nan,0.25,1,cosine
nan,nan,nan,0.6876791715621948,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6909485459327698,0.5946632027626038,0.6022899746894836,0.007626771926879883,0.8355783320950528,0.003269374370574951,0.5946632027626038,0.6022899746894836,0.007626771926879883,0.25,1,cone_normal_only
0.6791813969612122,0.6697165966033936,-0.009464800357818604,0.4788837134838104,681,841,223,383,capsule,noise_patch,-0.08451828360557556,-0.06742652505636215,0.01709175854921341,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4831502139568329,0.5946632027626038,0.6022899746894836,0.007626771926879883,0.879563296796126,0.004266500473022461,-0.08451828360557556,-0.06742652505636215,0.01709175854921341,0.25,1,cone_contrastive
nan,nan,nan,0.0052405353635549545,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.06977527588605881,nan,nan,nan,0.9863686427153541,0.06453474052250385,nan,nan,nan,0.5,1,cosine
nan,nan,nan,0.6877879500389099,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6954012513160706,0.5949169993400574,0.6127798557281494,0.01786285638809204,0.9724816946880739,0.0076133012771606445,0.5949169993400574,0.6127798557281494,0.01786285638809204,0.5,1,cone_normal_only
0.6790732741355896,0.661311149597168,-0.01776212453842163,0.4789740741252899,681,841,223,383,capsule,noise_patch,-0.08415635675191879,-0.04853137210011482,0.03562498465180397,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4878704249858856,0.5949169993400574,0.6127798557281494,0.01786285638809204,0.9812774921983832,0.008896350860595703,-0.08415635675191879,-0.04853137210011482,0.03562498465180397,0.5,1,cone_contrastive
nan,nan,nan,0.006711794529110193,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.12362003326416016,nan,nan,nan,0.9905781345270799,0.11690823873504996,nan,nan,nan,0.75,1,cosine
nan,nan,nan,0.6877832412719727,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6978061199188232,0.5949087738990784,0.6184684038162231,0.023559629917144775,0.9888753628928614,0.010022878646850586,0.5949087738990784,0.6184684038162231,0.023559629917144775,0.75,1,cone_normal_only
0.6790661811828613,0.6569147109985352,-0.022151470184326172,0.4789738953113556,681,841,223,383,capsule,noise_patch,-0.08415741473436356,-0.03844624012708664,0.045711174607276917,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.4903903305530548,0.5949087738990784,0.6184684038162231,0.023559629917144775,0.9904202339498522,0.011416435241699219,-0.08415741473436356,-0.03844624012708664,0.045711174607276917,0.75,1,cone_contrastive
nan,nan,nan,0.00782750453799963,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.15381178259849548,nan,nan,nan,0.9891259700864404,0.14598427806049585,nan,nan,nan,1.0,1,cosine
nan,nan,nan,0.6877467632293701,681,841,223,383,capsule,noise_patch,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.6989084482192993,0.5948256850242615,0.6210792660713196,0.026253581047058105,0.9914292753449109,0.0111616849899292,0.5948256850242615,0.6210792660713196,0.026253581047058105,1.0,1,cone_normal_only
0.679162859916687,0.6550991535186768,-0.024063706398010254,0.47892916202545166,681,841,223,383,capsule,noise_patch,-0.08433716744184494,-0.034019894897937775,0.050317272543907166,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.49149641394615173,0.5948256850242615,0.6210792660713196,0.026253581047058105,0.9909349881214772,0.012567251920700073,-0.08433716744184494,-0.034019894897937775,0.050317272543907166,1.0,1,cone_contrastive
nan,nan,nan,0.003843192011117935,681,841,223,383,capsule,color_shift,nan,nan,nan,/Users/bytedance/Downloads/mvtec_anomaly_detection/capsule/test/good/006.png,0.004066796042025089,nan,nan,nan,0.72529095260586,0.00022360403090715408,nan,nan,nan,0.0,1,cosine
